		Filename	Accession	Sample ID	Family ID	Population Abbreviation	Population Descriptor	Biosample Accession	Platform	Instrument Model	Basecaller	Basecaller Model	Basecaller Version	Bioproject Accession	CCS Algorithm	Filetype	Generator Contact	Generator Facility	Library Source	Library Strategy	MM Tag	N50	100kb+	Path	Study	Total Gbp	Total Reads	Whales
		m84081_230727_190726_s1.hifi_reads.bc2030.bam	Unspecified	HG02056	Unspecified	KHV	Kinh in Ho Chi Minh City, Vietnam	SAMN33621949	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	19736	N/A	s3://human-pangenomics/working/HPRC/HG02056/raw_data/PacBio_HiFi/m84081_230727_190726_s1.hifi_reads.bc2030.bam	SRP305758	31.46	1586362	N/A
		m84081_230727_190726_s1.hifi_reads.default.bam	SRR30545954	HG01433	Unspecified	CLM	Colombian in Medellin, Colombia	SAMN26237496	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	19266	N/A	s3://human-pangenomics/working/HPRC/HG01433/raw_data/PacBio_HiFi/m84081_230727_190726_s1.hifi_reads.default.bam	SRP305758	40.77	2068495	N/A
		m84081_230727_193748_s2.hifi_reads.bc2026.bam	Unspecified	HG02129	Unspecified	KHV	Kinh in Ho Chi Minh City, Vietnam	SAMN33621950	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	16068	N/A	s3://human-pangenomics/working/HPRC/HG02129/raw_data/PacBio_HiFi/m84081_230727_193748_s2.hifi_reads.bc2026.bam	SRP305758	32.34	2008014	N/A
		m84081_230727_193748_s2.hifi_reads.bc2030.bam	Unspecified	HG02056	Unspecified	KHV	Kinh in Ho Chi Minh City, Vietnam	SAMN33621949	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	19727	N/A	s3://human-pangenomics/working/HPRC/HG02056/raw_data/PacBio_HiFi/m84081_230727_193748_s2.hifi_reads.bc2030.bam	SRP305758	33.23	1675950	N/A
		m84081_230727_193748_s2.hifi_reads.default.bam	SRR30545953	HG01433	Unspecified	CLM	Colombian in Medellin, Colombia	SAMN26237496	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	19264	N/A	s3://human-pangenomics/working/HPRC/HG01433/raw_data/PacBio_HiFi/m84081_230727_193748_s2.hifi_reads.default.bam	SRP305758	42.6	2161263	N/A
		m84081_230728_191731_s1.hifi_reads.bc2020.bam	SRR29396851	NA18565	Unspecified	CHB	Han Chinese in Beijing, China	SAMN41021669	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	16985	N/A	s3://human-pangenomics/working/HPRC/NA18565/raw_data/PacBio_HiFi/m84081_230728_191731_s1.hifi_reads.bc2020.bam	SRP305758	25.52	1505035	N/A
		m84081_230728_191731_s1.hifi_reads.bc2022.bam	SRR29396839	NA20809	Unspecified	TSI	Toscani in Italia	SAMN41021671	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	18625	N/A	s3://human-pangenomics/working/HPRC/NA20809/raw_data/PacBio_HiFi/m84081_230728_191731_s1.hifi_reads.bc2022.bam	SRP305758	10.97	588891	N/A
		m84081_230728_191731_s1.hifi_reads.bc2023.bam	SRR29396831	NA21102	Unspecified	GIH	Gujarati Indians in Houston, Texas, USA	SAMN41021672	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	20256	N/A	s3://human-pangenomics/working/HPRC/NA21102/raw_data/PacBio_HiFi/m84081_230728_191731_s1.hifi_reads.bc2023.bam	SRP305758	14.41	714199	N/A
		m84081_230728_191731_s1.hifi_reads.bc2027.bam	Unspecified	NA20805	Unspecified	TSI	Toscani in Italia	SAMN33621962	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	18654	N/A	s3://human-pangenomics/working/HPRC/NA20805/raw_data/PacBio_HiFi/m84081_230728_191731_s1.hifi_reads.bc2027.bam	SRP305758	45.37	2438787	N/A
		m84081_230728_194836_s2.hifi_reads.bc2029.bam	SRR29396849	NA19909	Unspecified	ASW	African Ancestry in Southwest USA	SAMN41021607	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	20277	N/A	s3://human-pangenomics/working/HPRC/NA19909/raw_data/PacBio_HiFi/m84081_230728_194836_s2.hifi_reads.bc2029.bam	SRP305758	97.32	4817014	N/A
		m84081_230728_201942_s3.hifi_reads.bc2029.bam	SRR29396848	NA19909	Unspecified	ASW	African Ancestry in Southwest USA	SAMN41021607	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	20173	N/A	s3://human-pangenomics/working/HPRC/NA19909/raw_data/PacBio_HiFi/m84081_230728_201942_s3.hifi_reads.bc2029.bam	SRP305758	99.46	4948799	N/A
		m84081_231027_192451_s1.hifi_reads.default.bam	SRR30545918	HG02083	Unspecified	KHV	Kinh in Ho Chi Minh City, Vietnam	SAMN26237504	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	21543	N/A	s3://human-pangenomics/working/HPRC/HG02083/raw_data/PacBio_HiFi/m84081_231027_192451_s1.hifi_reads.default.bam	SRP305758	27.53	1302160	N/A
		m84081_231027_195514_s2.hifi_reads.default.bam	SRR30545916	HG02523	Unspecified	KHV	Kinh in Ho Chi Minh City, Vietnam	SAMN26237506	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	24826	N/A	s3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m84081_231027_195514_s2.hifi_reads.default.bam	SRP305758	25.37	1015279	N/A
		m84081_231027_202621_s3.hifi_reads.default.bam	SRR30545915	HG02523	Unspecified	KHV	Kinh in Ho Chi Minh City, Vietnam	SAMN26237506	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	24465	N/A	s3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m84081_231027_202621_s3.hifi_reads.default.bam	SRP305758	22.26	904264	N/A
		m84081_231027_205726_s4.hifi_reads.default.bam	SRR30545944	HG02004	Unspecified	PEL	Peruvian in Lima, Peru	SAMN26237502	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	18634	N/A	s3://human-pangenomics/working/HPRC/HG02004/raw_data/PacBio_HiFi/m84081_231027_205726_s4.hifi_reads.default.bam	SRP305758	35.56	1890808	N/A
		m84081_231029_013437_s1.hifi_reads.default.bam	SRR30545917	HG02083	Unspecified	KHV	Kinh in Ho Chi Minh City, Vietnam	SAMN26237504	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	21819	N/A	s3://human-pangenomics/working/HPRC/HG02083/raw_data/PacBio_HiFi/m84081_231029_013437_s1.hifi_reads.default.bam	SRP305758	26.49	1238797	N/A
		m84081_231029_020543_s2.hifi_reads.default.bam	SRR30545914	HG02523	Unspecified	KHV	Kinh in Ho Chi Minh City, Vietnam	SAMN26237506	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	24919	N/A	s3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m84081_231029_020543_s2.hifi_reads.default.bam	SRP305758	24.26	967562	N/A
		m84081_231029_023649_s3.hifi_reads.default.bam	SRR30545913	HG02523	Unspecified	KHV	Kinh in Ho Chi Minh City, Vietnam	SAMN26237506	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	25072	N/A	s3://human-pangenomics/working/HPRC/HG02523/raw_data/PacBio_HiFi/m84081_231029_023649_s3.hifi_reads.default.bam	SRP305758	24.08	954842	N/A
		m84081_231029_030755_s4.hifi_reads.default.bam	SRR30545943	HG02004	Unspecified	PEL	Peruvian in Lima, Peru	SAMN26237502	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	18939	N/A	s3://human-pangenomics/working/HPRC/HG02004/raw_data/PacBio_HiFi/m84081_231029_030755_s4.hifi_reads.default.bam	SRP305758	32.29	1699283	N/A
		m84081_231105_021548_s2.hifi_reads.default.bam	SRR30545912	HG02698	Unspecified	PJL	Punjabi in Lahore, Pakistan	SAMN26237509	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	19419	N/A	s3://human-pangenomics/working/HPRC/HG02698/raw_data/PacBio_HiFi/m84081_231105_021548_s2.hifi_reads.default.bam	SRP305758	115.63	5854171	N/A
		m84081_231105_024654_s3.hifi_reads.default.bam	SRR30545925	HG01255	Unspecified	CLM	Colombian in Medellin, Colombia	SAMN26237495	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	22063	N/A	s3://human-pangenomics/working/HPRC/HG01255/raw_data/PacBio_HiFi/m84081_231105_024654_s3.hifi_reads.default.bam	SRP305758	106.8	4820912	N/A
		m84081_231105_031800_s4.hifi_reads.default.bam	SRR30545929	HG02615	Unspecified	GWD	Gambian in Western Division Ð Mandinka	SAMN26237508	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	17595	N/A	s3://human-pangenomics/working/HPRC/HG02615/raw_data/PacBio_HiFi/m84081_231105_031800_s4.hifi_reads.default.bam	SRP305758	112.52	6268696	N/A
		m84081_231112_023836_s2.hifi_reads.default.bam	SRR30545911	HG03654	Unspecified	PJL	Punjabi in Lahore, Pakistan	SAMN26237511	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	16544	N/A	s3://human-pangenomics/working/HPRC/HG03654/raw_data/PacBio_HiFi/m84081_231112_023836_s2.hifi_reads.default.bam	SRP305758	76.84	4572174	N/A
		m84081_231112_030942_s3.hifi_reads.bc2078.bam	SRR30545922	HG00423	Unspecified	CHS	Han Chinese South, China	SAMN26237490	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	20379	N/A	s3://human-pangenomics/working/HPRC/HG00423/raw_data/PacBio_HiFi/m84081_231112_030942_s3.hifi_reads.bc2078.bam	SRP305758	23.1	1142340	N/A
		m84081_231112_030942_s3.hifi_reads.bc2080.bam	SRR30545951	HG01496	Unspecified	CLM	Colombian in Medellin, Colombia	SAMN26237497	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	20773	N/A	s3://human-pangenomics/working/HPRC/HG01496/raw_data/PacBio_HiFi/m84081_231112_030942_s3.hifi_reads.bc2080.bam	SRP305758	75.52	3657255	N/A
		m84081_231112_034048_s4.hifi_reads.bc2079.bam	SRR30545901	HG00738	Unspecified	PUR	Puerto Rican in Puerto Rico	SAMN26237493	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	20018	N/A	s3://human-pangenomics/working/HPRC/HG00738/raw_data/PacBio_HiFi/m84081_231112_034048_s4.hifi_reads.bc2079.bam	SRP305758	94.56	4717277	N/A
		m84081_231117_193129_s1.hifi_reads.bc2082.bam	SRR30545906	HG03710	Unspecified	PJL	Punjabi in Lahore, Pakistan	SAMN26237513	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	21621	N/A	s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m84081_231117_193129_s1.hifi_reads.bc2082.bam	SRP305758	41.3	1918695	N/A
		m84081_231117_193129_s1.hifi_reads.bc2088.bam	SRR30545933	HG01934	Unspecified	PEL	Peruvian in Lima, Peru	SAMN26237498	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	23675	N/A	s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m84081_231117_193129_s1.hifi_reads.bc2088.bam	SRP305758	41.21	1805975	N/A
		m84081_231117_193129_s1.hifi_reads.bc2089.bam	SRR30545938	HG02809	Unspecified	GWD	Gambian in Western Division Ð Mandinka	SAMN26237510	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	24506	N/A	s3://human-pangenomics/working/HPRC/HG02809/raw_data/PacBio_HiFi/m84081_231117_193129_s1.hifi_reads.bc2089.bam	SRP305758	30.96	1304855	N/A
		m84081_231117_201125_s2.hifi_reads.bc2082.bam	SRR30545905	HG03710	Unspecified	PJL	Punjabi in Lahore, Pakistan	SAMN26237513	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	21629	N/A	s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m84081_231117_201125_s2.hifi_reads.bc2082.bam	SRP305758	41.38	1921559	N/A
		m84081_231117_201125_s2.hifi_reads.bc2088.bam	SRR30545932	HG01934	Unspecified	PEL	Peruvian in Lima, Peru	SAMN26237498	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	23692	N/A	s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m84081_231117_201125_s2.hifi_reads.bc2088.bam	SRP305758	41.36	1809808	N/A
		m84081_231117_201125_s2.hifi_reads.bc2089.bam	SRR30545937	HG02809	Unspecified	GWD	Gambian in Western Division Ð Mandinka	SAMN26237510	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	24540	N/A	s3://human-pangenomics/working/HPRC/HG02809/raw_data/PacBio_HiFi/m84081_231117_201125_s2.hifi_reads.bc2089.bam	SRP305758	31.12	1309400	N/A
		m84081_231117_204232_s3.hifi_reads.bc2082.bam	SRR30545904	HG03710	Unspecified	PJL	Punjabi in Lahore, Pakistan	SAMN26237513	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	21684	N/A	s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m84081_231117_204232_s3.hifi_reads.bc2082.bam	SRP305758	44.03	2038064	N/A
		m84081_231117_204232_s3.hifi_reads.bc2088.bam	SRR30545930	HG01934	Unspecified	PEL	Peruvian in Lima, Peru	SAMN26237498	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	23797	N/A	s3://human-pangenomics/working/HPRC/HG01934/raw_data/PacBio_HiFi/m84081_231117_204232_s3.hifi_reads.bc2088.bam	SRP305758	44.46	1931912	N/A
		m84081_231117_204232_s3.hifi_reads.bc2089.bam	SRR30545936	HG02809	Unspecified	GWD	Gambian in Western Division Ð Mandinka	SAMN26237510	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	24689	N/A	s3://human-pangenomics/working/HPRC/HG02809/raw_data/PacBio_HiFi/m84081_231117_204232_s3.hifi_reads.bc2089.bam	SRP305758	33.72	1405473	N/A
		m84081_231117_211338_s4.hifi_reads.bc2081.bam	SRR30545921	HG02027	Unspecified	KHV	Kinh in Ho Chi Minh City, Vietnam	SAMN26237503	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	20122	N/A	s3://human-pangenomics/working/HPRC/HG02027/raw_data/PacBio_HiFi/m84081_231117_211338_s4.hifi_reads.bc2081.bam	SRP305758	28.49	1417952	N/A
		m84081_231117_211338_s4.hifi_reads.bc2086.bam	SRR30545924	HG00544	Unspecified	CHS	Han Chinese South, China	SAMN26237491	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	23972	N/A	s3://human-pangenomics/working/HPRC/HG00544/raw_data/PacBio_HiFi/m84081_231117_211338_s4.hifi_reads.bc2086.bam	SRP305758	33.64	1432745	N/A
		m84081_231117_211338_s4.hifi_reads.bc2087.bam	SRR30545900	HG02280	Unspecified	ACB	African Caribbean in Barbados	SAMN26237505	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	24260	N/A	s3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_HiFi/m84081_231117_211338_s4.hifi_reads.bc2087.bam	SRP305758	54.92	2295296	N/A
		m84081_231119_015049_s1.hifi_reads.bc2083.bam	SRR30545910	HG02602	Unspecified	PJL	Punjabi in Lahore, Pakistan	SAMN26237507	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	22516	N/A	s3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m84081_231119_015049_s1.hifi_reads.bc2083.bam	SRP305758	27.24	1218758	N/A
		m84081_231119_015049_s1.hifi_reads.bc2084.bam	SRR30545909	HG03831	Unspecified	BEB	Bengali in Bangladesh	SAMN26237514	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	20729	N/A	s3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m84081_231119_015049_s1.hifi_reads.bc2084.bam	SRP305758	39.84	1945842	N/A
		m84081_231119_015049_s1.hifi_reads.bc2085.bam	SRR30545942	HG01993	Unspecified	PEL	Peruvian in Lima, Peru	SAMN26237501	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	21553	N/A	s3://human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_HiFi/m84081_231119_015049_s1.hifi_reads.bc2085.bam	SRP305758	33.21	1556380	N/A
		m84081_231119_022155_s2.hifi_reads.bc2083.bam	SRR30545908	HG02602	Unspecified	PJL	Punjabi in Lahore, Pakistan	SAMN26237507	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	22536	N/A	s3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m84081_231119_022155_s2.hifi_reads.bc2083.bam	SRP305758	29.4	1314322	N/A
		m84081_231119_022155_s2.hifi_reads.bc2084.bam	SRR30545903	HG03831	Unspecified	BEB	Bengali in Bangladesh	SAMN26237514	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	20726	N/A	s3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m84081_231119_022155_s2.hifi_reads.bc2084.bam	SRP305758	42.94	2097435	N/A
		m84081_231119_022155_s2.hifi_reads.bc2085.bam	SRR30545931	HG01993	Unspecified	PEL	Peruvian in Lima, Peru	SAMN26237501	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	21556	N/A	s3://human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_HiFi/m84081_231119_022155_s2.hifi_reads.bc2085.bam	SRP305758	35.86	1681080	N/A
		m84081_231119_025301_s3.hifi_reads.bc2083.bam	SRR30545907	HG02602	Unspecified	PJL	Punjabi in Lahore, Pakistan	SAMN26237507	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	22557	N/A	s3://human-pangenomics/working/HPRC/HG02602/raw_data/PacBio_HiFi/m84081_231119_025301_s3.hifi_reads.bc2083.bam	SRP305758	27.92	1247529	N/A
		m84081_231119_025301_s3.hifi_reads.bc2084.bam	SRR30545902	HG03831	Unspecified	BEB	Bengali in Bangladesh	SAMN26237514	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	20748	N/A	s3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m84081_231119_025301_s3.hifi_reads.bc2084.bam	SRP305758	40.74	1988225	N/A
		m84081_231119_025301_s3.hifi_reads.bc2085.bam	SRR30545920	HG01993	Unspecified	PEL	Peruvian in Lima, Peru	SAMN26237501	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	21586	N/A	s3://human-pangenomics/working/HPRC/HG01993/raw_data/PacBio_HiFi/m84081_231119_025301_s3.hifi_reads.bc2085.bam	SRP305758	34.05	1593745	N/A
		m84081_231119_032407_s4.hifi_reads.bc2081.bam	SRR30545919	HG02027	Unspecified	KHV	Kinh in Ho Chi Minh City, Vietnam	SAMN26237503	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	20028	N/A	s3://human-pangenomics/working/HPRC/HG02027/raw_data/PacBio_HiFi/m84081_231119_032407_s4.hifi_reads.bc2081.bam	SRP305758	27.72	1386086	N/A
		m84081_231119_032407_s4.hifi_reads.bc2086.bam	SRR30545923	HG00544	Unspecified	CHS	Han Chinese South, China	SAMN26237491	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	23838	N/A	s3://human-pangenomics/working/HPRC/HG00544/raw_data/PacBio_HiFi/m84081_231119_032407_s4.hifi_reads.bc2086.bam	SRP305758	31.95	1368621	N/A
		m84081_231119_032407_s4.hifi_reads.bc2087.bam	SRR30545952	HG02280	Unspecified	ACB	African Caribbean in Barbados	SAMN26237505	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	24145	N/A	s3://human-pangenomics/working/HPRC/HG02280/raw_data/PacBio_HiFi/m84081_231119_032407_s4.hifi_reads.bc2087.bam	SRP305758	52.02	2184925	N/A
		m84081_231122_210358_s4.hifi_reads.bc2093.bam	SRR30545935	HG01943	Unspecified	PEL	Peruvian in Lima, Peru	SAMN26237499	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	19570	N/A	s3://human-pangenomics/working/HPRC/HG01943/raw_data/PacBio_HiFi/m84081_231122_210358_s4.hifi_reads.bc2093.bam	SRP305758	47.16	2416778	N/A
		m84081_231124_014115_s1.hifi_reads.bc2090.bam	SRR30545950	HG00609	Unspecified	CHS	Han Chinese South, China	SAMN26237492	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	18828	N/A	s3://human-pangenomics/working/HPRC/HG00609/raw_data/PacBio_HiFi/m84081_231124_014115_s1.hifi_reads.bc2090.bam	SRP305758	34.1	1820209	N/A
		m84081_231124_014115_s1.hifi_reads.bc2091.bam	SRR30545947	HG01981	Unspecified	PEL	Peruvian in Lima, Peru	SAMN26237500	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	20501	N/A	s3://human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/m84081_231124_014115_s1.hifi_reads.bc2091.bam	SRP305758	26.66	1301338	N/A
		m84081_231124_014115_s1.hifi_reads.bc2092.bam	SRR30545941	HG01099	Unspecified	PUR	Puerto Rican in Puerto Rico	SAMN26237494	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	20462	N/A	s3://human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_HiFi/m84081_231124_014115_s1.hifi_reads.bc2092.bam	SRP305758	28.49	1395535	N/A
		m84081_231124_014115_s1.hifi_reads.default.bam	SRR30545928	HG03669	Unspecified	PJL	Punjabi in Lahore, Pakistan	SAMN26237512	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	17478	N/A	s3://human-pangenomics/working/HPRC/HG03669/raw_data/PacBio_HiFi/m84081_231124_014115_s1.hifi_reads.default.bam	SRP305758	34.06	1957934	N/A
		m84081_231124_021221_s2.hifi_reads.bc2090.bam	SRR30545949	HG00609	Unspecified	CHS	Han Chinese South, China	SAMN26237492	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	18968	N/A	s3://human-pangenomics/working/HPRC/HG00609/raw_data/PacBio_HiFi/m84081_231124_021221_s2.hifi_reads.bc2090.bam	SRP305758	29.07	1541278	N/A
		m84081_231124_021221_s2.hifi_reads.bc2091.bam	SRR30545946	HG01981	Unspecified	PEL	Peruvian in Lima, Peru	SAMN26237500	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	20703	N/A	s3://human-pangenomics/working/HPRC/HG01981/raw_data/PacBio_HiFi/m84081_231124_021221_s2.hifi_reads.bc2091.bam	SRP305758	23.2	1123309	N/A
		m84081_231124_021221_s2.hifi_reads.bc2092.bam	SRR30545940	HG01099	Unspecified	PUR	Puerto Rican in Puerto Rico	SAMN26237494	PACBIO_SMRT	Revio	N/A	N/A	N/A	PRJNA701308	7.0.0	bam	tgraves@wustl.edu	Washington University	GENOMIC	WGS	true	20646	N/A	s3://human-pangenomics/working/HPRC/HG01099/raw_data/PacBio_HiFi/m84081_231124_021221_s2.hifi_reads.bc2092.bam	SRP305758	24.84	1207816	N/A
